chunk_id,file_id,chunk_index,content,section_header,section_level,parent_section,top_header,toc_full_path,toc_level,toc_numeric_id,toc_parent_id,content_type,estimated_tokens,prev_chunk_id,next_chunk_id,created_at,quality_score,eval_content_type,eval_reason,should_use
840c0ba7-136a-4d27-9c4a-6caa89c2fad3,28c7ab28-a28e-491b-9f61-b66e34391df7,28,"## Downstream task data removal  
Data leakage happens when the data you are using to train happens to have the information you are trying to predict. Downstream task data removal methods (such as n-grams) are needed to remove training data also present in the evaluation dataset.  
| Tokenization Methods   | Word-based tokenization                                                                                                                                                                                                                                                                                                                           | Character-based tokenization                                                                                                                                                                                                                                                                                                                                                                                                                            | Subword-based tokenization                                                                                                                                                                                                                                                                                                                                                                               |
|------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Example Tokenizers     | Space tokenization (split sentences by space); rule-based tokenization (e.g. Moses, spaCy)                                                                                                                                                                                                                                                        | Character tokenization (simply tokenize on every character)                                                                                                                                                                                                                                                                                                                                                                                             | Byte-Pair Encoding (BPE); WordPiece; SentencePiece; Unigram (tokenizing by parts of a word vs. the entirety of a word; see table above)                                                                                                                                                                                                                                                                  |
| Considerations         | • Downside: Generates a very large vocabulary leading to a huge embedding matrix as the input and output layer; large number of out-of- vocabulary (OOV) tokens; and different meanings of very similar words • Transformer models normally have a vocabulary of less than 50,000 words, especially if they are trained only on a single language | • Lead to much smaller vocabulary; no OOV(out of vocabulary) tokens since every word can be assembled from individual characters • Downside: Generates very long sequences and less meaningful individual tokens, making it harder for the model to learn meaningful input representations. However, if character-based tokenization is used on non-English language, a single character could be quite information rich (like 'mountain' in Mandarin). | • Subword-based tokenization methods follow the principle that frequently used words should not be split into smaller subwords, but rare words should be decomposed into meaningful subwords • Benefit: Solves the downsides faced by word-based tokenization and character-based tokenization and achieves both reasonable vocabulary size with meaningful learned context-independent representations. |  
In other words, the choice of tokenization technique depends on the specific task and language being analyzed.  
- Word-based tokenization is simple and efficient but can be limited in its ability to handle complex languages.
- Character-based tokenization can be useful for languages without distinct word boundaries.
- Subword-based tokenization, including BPE, wordpiece tokenization, sentencepiece tokenization, and unigram tokenization, is particularly useful for handling complex morphology and out-of-vocabulary words.  
Let's look at those subword-based methods in a little more detail:  
| Subword-based Tokenization Methods          | Byte-Pair Encoding (BPE)                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | WordPiece                                                                                                                                                                                                                                                                     | Unigram                                                                                                                                                                                                                                           | SentencePiece                                                                                                                                                                                                                                                                                                                                                                          |
|---------------------------------------------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Description                                 | One of the most popular subword tokenization algorithms. The Byte-Pair-Encoding works by starting with characters, while merging those that are the most frequently seen together, thus creating new tokens. It then works iteratively to build new tokens out of the most frequent pairs it sees in a corpus. BPE is able to build words it has never seen by using multiple subword tokens, and thus requires smaller vocabularies, with less chances of having 'unk' (unknown) tokens. | Very similar to BPE. The difference is that WordPiece does not choose the highest frequency symbol pair, but the one that maximizes the likelihood of the training data once added to the vocabulary (evaluates what it loses by merging two symbols to ensure it's worth it) | In contrast to BPE / WordPiece, Unigram initializes its base vocabulary to a large number of symbols and progressively trims down each symbol to obtain a smaller vocabulary. It is often used together with SentencePiece.                       | The left 3 tokenizers assume input text uses spaces to separate words, and therefore are not usually applicable to languages that don't use spaces to separate words (e.g. Chinese). SentencePiece treats the input as a raw input stream, thus including the space in the set of characters to use. It then uses the BPE / Unigram algorithm to construct the appropriate vocabulary. |
| Considerations                              | BPE is particularly useful for handling rare and out-of-vocabulary words since it can generate subwords for new words based on the most commoncharacter sequences. Downside: BPE can result in subwords that do not correspond to linguistically meaningful units.                                                                                                                                                                                                                        | WordPiece can be particularly useful for languages where the meaning of a word can depend on the context in which it appears.                                                                                                                                                 | Unigram tokenization is particularly useful for languages with complex morphology and can generate subwords that correspond to linguistically meaningful units. However, unigram tokenization can struggle with rare and out-of-vocabulary words. | SentencePiece can be particularly useful for languages where the meaning of a word can depend on the context in which it appears.                                                                                                                                                                                                                                                      |
| Transformers using this tokenization method | GPT-2, GPT3, Roberta                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | BERT, DistilBERT, Electra                                                                                                                                                                                                                                                     | Unigram is not used directly for any of the transformer models. Instead, it's used together with SentencePiece.                                                                                                                                   | ALBERT, XLNet, Marian, T5                                                                                                                                                                                                                                                                                                                                                              |  
Note: there is also recent work proposing a token-free model (ByT5 ) that learns from raw bytes. The benefit is that these models can process text in any language out of the box, that they work better with corpora with a large quantity of OOV (out-of-vocabulary) words/tokens and are more robust to noise, and that they minimize technical debt by removing complex and error-prone text preprocessing pipelines. The downside is that they are in general less accurate than tokenization-based models. More research in this area is needed to determine how promising this direction is.  
After tokenization, we usually want to consider a few extra steps, namely padding and truncation. Padding is a strategy to ensure tensors are rectangular by adding a special padding token to shorter sentences so all inputs have a uniform tensor shape. In contrast, truncation shortens the length of sequences for the ones that are too long for a model to handle.  
Example from Peter Welinder  
Note: there is an inherent limitation for subword tokenizerbased LLMs that is directly related to the tokenizer technique. Due to that subword-based tokenizer's token granularity is between word and character, LLMs don't see letters and words as humans do. Instead, it sees 'tokens,' which are chunks of characters. An example due to this inherent limitation is that they have trouble merging characters.",Downstream task data removal,2,,,,,,,prose,1414,3afaf732-58b7-408e-8edc-8508b1043182,cc6a7e5c-f1ba-4720-9cd8-7c8a5e8dd826,2026-01-08T19:52:43.666678,55.0,main_content,OK,True
cc6a7e5c-f1ba-4720-9cd8-7c8a5e8dd826,28c7ab28-a28e-491b-9f61-b66e34391df7,29,"## PRE-TRAINING STEPS  
Training a multi-billion parameter LLM is usually a highly experimental process with lots of trial and error. Normally, the team would start with a much smaller model size, make sure it's promising, and scale up to more and more parameters. Keep in mind that as you scale, there will be issues that require addressing which simply won't be present when training on smaller data sizes.  
Let's look at some common pre-training steps, starting with architecture.",PRE-TRAINING STEPS,2,,,,,,,prose,99,840c0ba7-136a-4d27-9c4a-6caa89c2fad3,3685b84c-8bd4-43f1-ab94-5f192619ced4,2026-01-08T19:52:43.666685,95.0,main_content,OK,True
3685b84c-8bd4-43f1-ab94-5f192619ced4,28c7ab28-a28e-491b-9f61-b66e34391df7,30,"## Model Architecture  
To reduce risk of training instabilities, practitioners often start with the model architecture and hyperparameters of a popular predecessor such as GPT-2 and GPT-3 and make informed adjustments along the way to improve training efficiency, scale the size of the models (in both depth and width), and improve performance. Two examples:  
GPT-NeoX-20B (20B, EleutherAI) originally  took GPT-3's architecture and made these changes:  
- Rotary embedding used for the first 25% of embedding vector dimensions instead of learned positional embeddings, to balance performance and computational efficiency.
- Parallel attention combined with feed forward layers instead of running them in series, primarily for computing efficiency purposes.
- While GPT-3 uses alternating dense and sparse layers, GPT-NeoX exclusively uses dense layers to reduce implementation complexity.  
OPT-175B (175B, Meta AI) also built on GPT-3 and adjusted:  
- Batch size for increased computational efficiency.
- Learning rate schedule. Specifically, it follows a linear learning rate (LR) schedule, warming up from 0 to the maximum learning rate over the first 2000 steps in OPT175B, or over 375M tokens in the smaller baselines, then decaying down to 10% of the maximum LR over 300B tokens. A number of mid-flight changes to LR were also required.
- Token amount. OPT-175B, despite the same model size as GPT-3 (175B) was trained on a much smaller dataset of 180B tokens (as compared to the 300B tokens by GPT-3).",Model Architecture,2,,,,,,,prose,339,cc6a7e5c-f1ba-4720-9cd8-7c8a5e8dd826,b8cb90c2-26d0-4a5a-9ba0-d9d9ea239de2,2026-01-08T19:52:43.666693,80.0,main_content,OK,True
b8cb90c2-26d0-4a5a-9ba0-d9d9ea239de2,28c7ab28-a28e-491b-9f61-b66e34391df7,31,"## Experiments and Hyperparameter Search  
As we mentioned above, typical pre-training involves lots of experiments to find the optimal setup for model performance. Experiments can involve any or all of the following: weight initialization, positional embeddings, optimizer, activation, learning rate, weight decay, loss function, sequence length, number of layers, number of attention heads, number of parameters, dense vs. sparse layers, batch size, and dropout.  
A combination of manual trial and error of those hyperparameter combinations and automatic hyperparameter optimization (HPO) are typically performed to find the optimal set of configurations to achieve optimal performance. Typical hyperparameters to perform automatic search on: learning rate, batch size, dropout, etc.  
Hyperparameter search is an expensive process and is often too costly to perform at full scale for multi-billion parameter models. It's common to choose hyperparameters based on a mixture of experiments at smaller scales and by interpolating parameters based on previously published work instead of from scratch.  
In addition, there are some hyperparameters that need to be adjusted even during a training epoch to balance learning efficiency and training convergence. Some examples:  
- Learning rate: can increase linearly during the early stages, then decay towards the end.
- Batch size: it's not uncommon to start with smaller batch sizes and gradually ramp up to larger ones.  
You'll want to do a lot of this early in your pre-training process. This is largely because you'll be dealing with smaller amounts of data, letting you perform more experiments early versus when they'll be far more costly down the line.  
Before we continue, it's worth being clear about a reality here: you will likely run into issues when training LLMs. After all: these are big projects and like anything sufficiently large and complicated, things can go wrong..",Experiments and Hyperparameter Search,2,,,,,,,prose,366,3685b84c-8bd4-43f1-ab94-5f192619ced4,0222d4c7-0e0e-46f2-93c6-2d38dbc6c485,2026-01-08T19:52:43.666700,80.0,main_content,OK,True
0222d4c7-0e0e-46f2-93c6-2d38dbc6c485,28c7ab28-a28e-491b-9f61-b66e34391df7,32,"## Hardware Failure  
During the course of training, a significant number of hardware failures can occur in your compute clusters, which will require manual or automatic restarts. In manual restarts, a training run is paused, and a series of diagnostics tests are conducted to detect problematic nodes. Flagged nodes should then be cordoned off before you resume training from the last saved checkpoint.",Hardware Failure,2,,,,,,,prose,75,b8cb90c2-26d0-4a5a-9ba0-d9d9ea239de2,edfa3fa3-6839-4a75-b455-5608e86a595f,2026-01-08T19:52:43.666707,95.0,main_content,OK,True
edfa3fa3-6839-4a75-b455-5608e86a595f,28c7ab28-a28e-491b-9f61-b66e34391df7,33,"## Training Instability  
Training stability is also a fundamental challenge. While training the model, you may notice that hyperparameters such as learning rate and weight initialization directly affect model stability. For example, when loss diverges, lowering the learning rate and restarting from an earlier checkpoint might allow the job to recover and continue training.  
Additionally, the bigger the model is, the more difficult it is to avoid loss spikes during training. These spikes are likely to occur at highly irregular intervals, sometimes late into training.  
There hasn't been a lot of systematic analysis of principled strategy to mitigate spikes. Here are some best practices we have seen from the industry to effectively get models to converge:  
- Batch size: in general, using the biggest batch size that your GPU allows you to use is the best policy here.
- Batch Normalization: Normalizing the activations within a mini-batch can speed up convergence and improve model performance.
- Learning Rate Scheduling: A high learning rate can cause the loss to oscillate or diverge, leading to loss spikes. By scheduling the learning rate to decrease over time, you can gradually decrease the magnitude of updates to the model's parameters and improve stability. Common schedules include step decay, where the learning rate is decreased by a fixed amount after a fixed number of steps, and exponential decay, where the learning rate is decreased by a fixed factor each step. Note that it is not really possible to know ahead of time what LR to use, but you can use different LR schedules to see how your model responds. See more details here.
- Weight Initialization: Properly initializing the weights can help the model converge faster and improve performance. For example, it is common to use small Gaussian noise  
or, in the case of Transformers, the T-Fixup initialization. Techniques that can be used for weight initialization include random initialization, layer-wise initialization, and initialization using pretrained weights.  
- Model training starting point: Using a pretrained model that is trained on related tasks as a starting point can help the model converge faster and improve performance.
- Regularization: Regularization techniques, such as dropout, weight decay, and L1/L2 regularization, can help the model converge better by reducing overfitting and improving generalization.
- Data Augmentation: Augmenting the training data by applying transformations can help the model generalize better and reduce overfitting.
- Hot-swapping during training: Hot-swapping of optimizers or activation functions are sometimes used during LLM training to fix issues as they appear during the process. It sometimes requires a team on it almost 24/7 trying various heuristics to train further.
- Other simple strategies mitigating the instability issue when encountered: Restart training from a previous checkpoint; skip some data batches that were seen during the spike (the intuition is that pikes occur due to the combination of specific data batches with a particular model parameter state).  
Note: most of the above model convergence best practices not only apply to transformer training, but also apply in a broader deep learning context across architectures and use cases.  
Finally, after your LLM training is completed, it is very important to ensure that your model training environment is saved and retained in that final state. That way, if you need to re-do anything or replicate something in the future you can because you have the training state preserved.  
A team could also try some ablation studies. This allows you to see how pulling parts of the model out might impact performance. Ablation studies can allow you to massively reduce the size of your model, while still retaining most of a model's predictive power.",Training Instability,2,,,,,,,prose,728,0222d4c7-0e0e-46f2-93c6-2d38dbc6c485,319ff2d9-eea0-4b8e-93c2-5b4e5f960dc5,2026-01-08T19:52:43.666714,70.0,main_content,OK,True
319ff2d9-eea0-4b8e-93c2-5b4e5f960dc5,28c7ab28-a28e-491b-9f61-b66e34391df7,34,"## MODEL EVALUATION  
Typically, pre-trained models are evaluated on a diverse language model datasets to assess their ability to perform logical reasoning, translation, natural language inference, question answering, and more.  
Machine learning practitioners coalesced around a variety of standard evaluation benchmarks. A few popular examples include:  
- Open-Domain Question Answering tasks: TriviaQA, Natural Questions, Web Questions
- Cloze and Completion tasks: LAMBADA, HellaSwag, StoryCloze
- Winograd-style tasks: Winograd, WinoGrande
- Common Sense Reasoning: PIQA, ARC, OpenBookQA
- Natural Language Inference (NLI): SNLI, QNLI
- Reasoning tasks: Arithmetic reasoning tasks
- Code tasks: HumanEval, MBPP (text-to-code); TransCoder (code-to-code)
- Translation tasks: Translation BLEU score on WMT language pairs
- BIG-bench: A collaborative benchmark aimed at producing challenging tasks for large language models, including 200+ tasks covering diverse textual tasks and programmatic tasks.
- LM Evaluation Harness: A library for standardized evaluation of autoregressive LLMs across 200+ tasks released by EleutherAI. It has gained popularity because of its systematic framework approach and robustness.
- In-context Reading Comprehension: DROP, CoQA , QuAC, SQuADv2, RACE, SuperGLUE  
Here is a summary of typical language tasks (NLU tasks in blue; NLG tasks in teal):  
Datasets and task clusters in NLP, Finetuned Language Models are Zero-Shot Learners  
Another evaluation step is n-shot learning. It's a task-agnostic dimension, and refers to the number of supervised samples (demonstrations) you provide to the model right before asking it to perform a given task. N-shots are normally provided via a technique called prompting. You'll often see n-shot bundled into the following three categories:  
- Zero-shot: refers to evaluation on any tasks without providing any supervised samples to the model at inference time.
- One-shot: similar to few-shot but with n=1, evaluation where one supervised sample is provided to the model at inference time.",MODEL EVALUATION,2,,,,,,,prose,458,edfa3fa3-6839-4a75-b455-5608e86a595f,ca9bbc8f-664a-4ff4-bd9f-2db48047c322,2026-01-08T19:52:43.666721,70.0,main_content,OK,True
ca9bbc8f-664a-4ff4-bd9f-2db48047c322,28c7ab28-a28e-491b-9f61-b66e34391df7,35,"| An example of few-shot learning:              |
|-----------------------------------------------|
| Task: sentiment analysis                      |
| Prompt:                                       |
| Tweet: 'I hate it when myphone battery dies.' |
| Sentiment: Negative                           |
| Tweet: 'My day has been '                     |
| Sentiment: Positive                           |
| Tweet: 'This is the link to the article'      |
| Sentiment: Neutral                            |
| Tweet: 'This new music video was incredible'  |
| Sentiment:                                    |
| Answer: ______                                |",MODEL EVALUATION,2,,,,,,,table,111,319ff2d9-eea0-4b8e-93c2-5b4e5f960dc5,dcf4e693-67ab-4941-86c2-1f00d9513d17,2026-01-08T19:52:43.666729,80.0,main_content,OK,True
dcf4e693-67ab-4941-86c2-1f00d9513d17,28c7ab28-a28e-491b-9f61-b66e34391df7,36,"Evaluation typically involves both looking at benchmarking metrics of the above tasks and more manual evaluation by feeding the model with prompts and looking at completions for human assessment. Typically, both NLP Engineers and subject matter experts (SMEs) are involved in the evaluation process and assess the model performance from different angles:  
NLP engineers: people with a background in NLP, computational linguistics, prompt engineering, etc., who can probe and assess the model's semantic and syntactic shortcomings and come up with model failure classes for continuous improvement. A failure class example would be 'the LLM does not handle arithmetic with either integers (1, 2, 3, etc.) nor their spelled-out forms: one, two, three.'  
Subject matter experts (SMEs): In contrast to the NLP engineers, the SMEs are asked to probe specific classes of LLM output, fixing errors where necessary, and 'talking aloud' while doing so. The SMEs are required to explain in a step-by-step fashion the reasoning and logic behind their correct answer versus the incorrect machine-produced answer.",MODEL EVALUATION,2,,,,,,,prose,222,ca9bbc8f-664a-4ff4-bd9f-2db48047c322,f8bc55f4-279b-4171-b3c9-c9629b04d820,2026-01-08T19:52:43.666736,100.0,main_content,OK,True
f8bc55f4-279b-4171-b3c9-c9629b04d820,28c7ab28-a28e-491b-9f61-b66e34391df7,37,"## BIAS AND TOXICITY  
There are potential risks associated with large-scale, general purpose language models trained on web text. Which is to say: humans have biases, those biases make their way into data, and models that learn from that data can inherit those biases. In addition to perpetuating or exacerbating social stereotypes, you want to ensure your LLM doesn't memorize and reveal private information.  
It's essential to analyze and document such potential undesirable associations and risks through transparency artifacts such as model cards.  
Similar to performance benchmarks, a set of communitydeveloped bias and toxicity benchmarks are available for assessing the potential harm of LLM models. Typical benchmarks include:  
Hate speech detection: The ETHOS dataset can help measure the ability of LLM models to identify whether or not certain English statements are racist or sexist  
Social bias detection: CrowSPairs is a benchmark aiming to measure intrasentence level biases in 9 categories: gender, religion, race/color, sexual orientation, age, nationality, disability, physical appearance, and socioeconomic status; StereoSet benchmark measure stereotypical bias across 4  
Toxic language response: The RealToxicityPrompts dataset helps evaluate if and how models use toxic language.  
Dialog safety evaluations: The SaferDialogues benchmark measures how unsafe a model's response is, stratified across four levels: safe, realistic, unsafe, and adversarial.  
To date, most  analysis on existing pre-trained models indicate that internet-trained models have internet-scale biases. In addition, pre-trained models generally have a high propensity to generate toxic language, even when provided with a relatively innocuous prompt, and adversarial prompts are trivial to find.",BIAS AND TOXICITY,2,,,,,,,prose,342,dcf4e693-67ab-4941-86c2-1f00d9513d17,4bf41482-26ff-4996-bcad-2c4acfb4f8b8,2026-01-08T19:52:43.666743,80.0,main_content,OK,True
4bf41482-26ff-4996-bcad-2c4acfb4f8b8,28c7ab28-a28e-491b-9f61-b66e34391df7,38,"## Bias and Toxicity Mitigation  
So how do we fix this? Here are a few ways to mitigate biases during and after the pre-training process:  
Training set filtering: Here, you want to analyze the elements of your training dataset that show evidence of bias and simply remove them from the training data  
Training set modification: This technique doesn't filter your training data but instead modifies it to reduce bias. This could involve changing certain gendered words (from policeman to policewoman or police officer, for example) to help mitigate bias.  
Additionally, you can mitigate bias after pre-training as well:  
Prompt engineering: The inputs to the model for each query are modified to steer the model away from bias (more on this later).  
Fine-tuning: Take a trained model and retrain it to unlearn biased tendencies.  
Output steering: Adding a filtering step to the inference procedure to re-weigh output values and steer the output away from biased responses.",Bias and Toxicity Mitigation,2,,,,,,,prose,195,f8bc55f4-279b-4171-b3c9-c9629b04d820,c2125aa5-7ce2-4863-bea7-21dc9ad8a14a,2026-01-08T19:52:43.666750,95.0,main_content,OK,True
c2125aa5-7ce2-4863-bea7-21dc9ad8a14a,28c7ab28-a28e-491b-9f61-b66e34391df7,39,"## INSTRUCTION TUNING  
At this point, let's assume we have a pre-trained, generalpurpose LLM. If we did our job well, our model can already be used for domain-specific tasks without tuning for few-shot learning and zero-shot learning scenarios. That said, zero-shot learning is in general much worse than its few-shot counterpart in plenty of tasks like reading comprehension, question answering, and natural language inference. One potential reason is that, without few-shot examples, it's harder for models to perform well on prompts that are not similar to the format of the pretraining data.  
To solve this issue, we can use instruction tuning. Instruction tuning is a state-of-the-art fine-tuning technique that fine-tunes pre-trained LLMs on a collection of tasks phrased as instructions.  
Comparing instruction tuning with pretrain-finetune and prompting, Finetuned Language Models are Zero-Shot Learners  
It enables pre-trained LLMs to respond better to instructions and reduces the need for few-shot examples at prompting stage (i.e. drastically improves zero-shot performance).  
Instruction tuning has gained huge popularity in 2022, given that the technique considerably improves model performance without hurting its ability to generalize. Typically, a pre-trained LLM is tuned on a set of language tasks and evaluated on its ability to perform another set of language tasks unseen at tuning time, proving its generalizability and zero-shot capability. See illustration below:",INSTRUCTION TUNING,2,,,,,,,prose,296,4bf41482-26ff-4996-bcad-2c4acfb4f8b8,363d63d7-2374-4cd8-a70a-d5968b8b6431,2026-01-08T19:52:43.666757,80.0,main_content,OK,True
363d63d7-2374-4cd8-a70a-d5968b8b6431,28c7ab28-a28e-491b-9f61-b66e34391df7,40,"## A few things to keep in mind about instruction tuning:  
- Instruction tuning tunes full model parameters as opposed to freezing a part of them in parameter-efficient fine tuning. That means it doesn't bring with it the cost benefits that come with parameter-efficient fine tuning. However, given that instruction tuning produces much more generalizable models compared to parameter-efficient fine tuning, instruction-tuned models can still serve as a general-",A few things to keep in mind about instruction tuning:,2,,,,,,,prose,83,c2125aa5-7ce2-4863-bea7-21dc9ad8a14a,eb0081d7-2ea1-42fa-aec3-315a88522dd5,2026-01-08T19:52:43.666765,95.0,main_content,OK,True
eb0081d7-2ea1-42fa-aec3-315a88522dd5,28c7ab28-a28e-491b-9f61-b66e34391df7,41,## Standard Prompting,Standard Prompting,2,,,,,,,prose,4,363d63d7-2374-4cd8-a70a-d5968b8b6431,7fe7c861-3750-4289-9af4-70dfb5f660e2,2026-01-08T19:52:43.666772,0,metadata,Empty or image-only,False
7fe7c861-3750-4289-9af4-70dfb5f660e2,28c7ab28-a28e-491b-9f61-b66e34391df7,42,"## Input  
Q:Rogerhas5tennisballs.Hebuys2morecansof tennisballs.Eachcanhas3tennisballs.Howmany tennisballsdoeshehavenow?  
- A:Theansweris11.  
Q:Thecafeteriahad23apples.Iftheyused20to makelunchandbought6more,howmanyapples dotheyhave?",Input,2,,,,,,,prose,78,eb0081d7-2ea1-42fa-aec3-315a88522dd5,e8e03eaa-a15f-4a93-90d7-1ca4bd8a0e8d,2026-01-08T19:52:43.666779,80.0,main_content,OK,True
e8e03eaa-a15f-4a93-90d7-1ca4bd8a0e8d,28c7ab28-a28e-491b-9f61-b66e34391df7,43,"## ModelOutput  
A:Theansweris27.",ModelOutput,2,,,,,,,prose,10,7fe7c861-3750-4289-9af4-70dfb5f660e2,ad1bb1db-6c5d-4be6-a0f0-63b50210b646,2026-01-08T19:52:43.666786,55.0,main_content,OK,True
ad1bb1db-6c5d-4be6-a0f0-63b50210b646,28c7ab28-a28e-491b-9f61-b66e34391df7,44,"## Input  
Q:Rogerhas5tennisballs.Hebuys2morecansof tennis balls.Each can has 3 tennis balls.How many tennisballsdoeshehavenow?  
A:Rogerstartedwith5balls.2cansof3tennisballs eachis6tennisballs.5+6=11.Theansweris11.  
Q:Thecafeteriahad23apples.If theyused20to makelunchandbought6more,howmanyapples dotheyhave?",Input,2,,,,,,,prose,104,e8e03eaa-a15f-4a93-90d7-1ca4bd8a0e8d,7c5be81a-d990-4c75-a70c-939b5aba0cac,2026-01-08T19:52:43.666804,80.0,main_content,OK,True
7c5be81a-d990-4c75-a70c-939b5aba0cac,28c7ab28-a28e-491b-9f61-b66e34391df7,45,"## ModelOutput  
A: Thecafeteria had 23apples originally.They used 20 to make lunch.So they had 23-20=3.They bought 6 more apples, so they have 3 + 6 = 9. The answeris 9.  
Instruction tuning both with and without exemplars (i.e., zero-shot and few-shot) and with and without chain-of-thought, enabling generalization across a range of evaluation scenarios from Scaling Instruction-Finetuned Language Models  
- purpose model serving multiple downstream tasks. It often comes down to whether you have the instruction dataset available and training budget to perform instruction tuning.
- Instruction tuning is universally effective on tasks naturally verbalized as instructions (e.g., NLI, QA, translation), but it is a little trickier for tasks like reasoning. To improve for these tasks, you'll want to include chain-of-thought examples during tuning.",ModelOutput,2,,,,,,,prose,185,ad1bb1db-6c5d-4be6-a0f0-63b50210b646,9dcbc332-637a-407d-88e0-16f5f8981278,2026-01-08T19:52:43.666813,95.0,main_content,OK,True
9dcbc332-637a-407d-88e0-16f5f8981278,28c7ab28-a28e-491b-9f61-b66e34391df7,46,## ChainofThoughtPrompting,ChainofThoughtPrompting,2,,,,,,,prose,6,7c5be81a-d990-4c75-a70c-939b5aba0cac,2d01caf2-4729-405d-8d79-5a1bfd8ca034,2026-01-08T19:52:43.666820,0,metadata,Empty or image-only,False
2d01caf2-4729-405d-8d79-5a1bfd8ca034,28c7ab28-a28e-491b-9f61-b66e34391df7,47,"## REINFORCEMENT LEARNING THROUGH HUMAN FEEDBACK (RLHF)  
RLHF is an extension of instruction tuning, with more steps added after the instruction tuning step to further incorporate human feedback.  
As discussed above, pre-trained LLMs often express unintended behaviors such as making up facts, generating biased or toxic responses, or simply not following user instructions. This is because the objective for many recent large LMs - i.e. predicting the next token on a webpage from the internet - is rather different from the objective 'follow the user's instructions safely.'  
RLHF behaves how its name suggests it would. Here, we incorporate human feedback about a model's outputs given certain prompts. Those opinions about whether the quality of the outputs are then used as additional data points to improve the model's overall performance.  
More granularly, RLHF generally works like this:  
- Step 1: Instruction tuning - just collect a dataset of labeler demonstrations of the desired model behavior, and use them to fine-tune the pre-trained LLM using supervised learning.
- Step 2: Collect a dataset of comparisons between model outputs, where labelers indicate which output they prefer for a given input. Then, train a reward model to predict the human-preferred output.
- Step 3: Take the trained reward model and optimize a policy against the reward mode using reinforcement learning.  
OpenAI has had some recent success here with InstructGPT.  It's essentially a pre-trained model GPT-3, fine tuned with RLHF. In fact, their recent ChatGPT model also leverages RLHF on a more advanced GPT model series (referred to as GPT-3.5).  
Steps 2 and 3 can be iterated continuously. More comparison data is collected on the current best policy, which is used to train a new reward model and then a new policy. See below for RLHF process demonstration.  
A diagram illustrating the three steps of our method: (1) supervised fine-tuning (SFT), (2) reward model (RM) training, and (3) reinforcement learning via proximal policy optimization (PPO) on this reward model, Training language models to follow instructions with human feedback  
To date, RLHF has shown very promising results with InstructGPT and ChatGPT, bringing improvements in truthfulness and reductions in toxic output generation while having minimal performance regressions compared to the pre-trained GPT.  
Note that the RLHF procedure does come with the cost of slightly lower model performance in some downstream tasks - referred to as the alignment tax. Companies like Scale AI, Labelbox,  
Surge, and Label Studio offer RLHF as a service so you don't have to handle this yourself if you're interested in going down this path. But research has shown promising results using RLHF techniques to minimize the alignment cost to increase its adoption, so it's absolutely worth considering.",REINFORCEMENT LEARNING THROUGH HUMAN FEEDBACK (RLHF),2,,,,,,,prose,598,9dcbc332-637a-407d-88e0-16f5f8981278,5fdf6ea4-60b1-4875-a419-06caa432ffcd,2026-01-08T19:52:43.666826,70.0,main_content,OK,True
5fdf6ea4-60b1-4875-a419-06caa432ffcd,28c7ab28-a28e-491b-9f61-b66e34391df7,48,"## Conclusion  
Whether it's OpenAI, Cohere, or open-source projects like EleutherAI, cutting-edge large language models are built on Weight &amp; Biases. Our platform enables collaboration across teams performing the complex, expensive work required to train and push these models to production, logging key metrics, versioning datasets, enabling knowledge sharing, sweeping through hyperparameters, and a whole lot more. LLM training is complex and nuanced and having a shared source of truth throughout the lifecycle of a model is vital for avoiding common pitfalls and understanding performance every step of the way.",Conclusion,2,,,,,,,prose,116,2d01caf2-4729-405d-8d79-5a1bfd8ca034,5cb10b88-2c00-40e2-88f8-d24ec499960d,2026-01-08T19:52:43.666833,95.0,main_content,OK,True
